,word1,word2,tag,BTag,label
1834,aRta,puwrA,Bs6,B,B
1835,jAwa,saMkopaH,K1,K,T
1836,brAhmaNa,vacanAw,T6,T,T
1837,aXika,vAram,Tm,T,T
1838,aBi,iRtasya,Tp,T,T
1839,manoramA,AKyA,Bs6,B,B
1840,amiwa,wejasaH,Bs6,B,B
1841,uwsanna,prajanAH,Bs6,B,B
1842,wriH,japew,Bvsp,B,B
1843,sahasrayuga,paryanwam,Bs6,B,B
1844,SUnya,AgArANi,Bs6,B,B
1845,sAmpraxAyika,kalaha,K1,K,T
1846,nq,pawim,T6,T,T
1847,Sruwa,niXiH,Bs6,B,B
1848,maXyama,koRTe,K1,K,T
1849,gAnXAra,rAjaH,K1,K,T
1850,xanwa,ulUKalinaH,Bs6,B,B
1851,jaya,parAjayO,DiV,D,D
1852,vafga,praxeSe,K7,K,T
1853,vimukwa,rogaH,Bs3,B,B
1854,suKa,asuKam,Ds,D,D
1855,pAra,xarSinaH,Bs6,B,B
1856,a,SuBaM,Tn,T,T
1857,sa,nirvexaM,BvS,B,B
1858,vijaya,uwsukAH,T4,T,T
1859,wulya,xoRayoH,Bs6,B,B
1860,sa,SeRaM,BvS,B,B
1861,SUla,Axikam,Bs6,B,B
1862,na,asUya,Tn,T,T
1863,sva,rARtreRu,T6,T,T
1864,vara,Anane,Bs6,B,B
1865,vAna,prasWeRu,Bs6,B,B
1866,a,XIraH,Tn,T,T
1867,piwq,saxqSaH,T3,T,T
1868,aXi,AwmaM,A1,A,A
1869,harmya,pqRTeRu,K1,K,T
1870,a,coxiwaH,Tn,T,T
1871,revawI,nAmnI,Bs6,B,B
1872,SAswra,ukwena,T3,T,T
1873,sa,xuHKAH,BvS,B,B
1874,asu,anwaM,Bs6,B,B
1875,nir,GqNa,Bvp,B,B
1876,a,rajasaH,Bsmn,B,B
1877,na,param,Tn,T,T
1878,nAga,AxyAH,Bs6,B,B
1879,eka,gqhyaH,Bs6,B,B
1880,hrasva,pAxaH,Bs6,B,B
1881,a,kurvawAm,Tn,T,T
1882,puNya,karmA,Bs6,B,B
1883,asmaw,parAyaNaH,Bs6,B,B
1884,xqDa,niScayA,Bs6,B,B
1885,na,vyayasya,Bsmn,B,B
1886,UrXva,mUlam,Bs6,B,B
1887,aXas,lokam,K1,K,T
1888,manxa,maXuram,K1,K,T
1889,vana,anware,T6,T,T
1890,xaSaraWa,AwmajaH,T6,T,T
1891,gaDavAla,grAme,K7,K,T
1892,xeva,anucaram,T6,T,T
1893,pari,ApwaH,Tp,T,T
1894,pawi,vrawAH,Bs6,B,B
1895,a,BakRyasya,Tn,T,T
1896,mahA,XanAH,Bs6,B,B
1897,mahaw,uraskaH,Bs6,B,B
1898,pApa,karmiNaH,Bs6,B,B
1899,sa,rujAByAM,Bs6,B,B
1900,na,svasWaH,Tn,T,T
1901,aByafga,uwsAxanaM,Ds,D,D
1902,ananwa,guNiwam,K1,K,T
1903,visPotaka,AxayaH,Bs6,B,B
1904,saM,pravarwanwaH,Tp,T,T
1905,a,xoReNa,Tn,T,T
1906,XanuH,Kadgam,Ds,D,D
1907,ciwra,afgaH,Bs6,B,B
1908,kAjI,kqwena,T3,T,T
1909,evam,viXeRu,Bs6,B,B
1910,maXya,rAwraH,T1,T,T
1911,warjjanI,AxO,Bs6,B,B
1912,Uha,apoham,Ds,D,D
1913,sa,avaXAnAm,T3,T,T
1914,ugravAxi,yuvakAnAm,K1,K,T
1915,nIla,veRE,K1,K,T
1916,vana,vihAreNa,T7,T,T
1917,anya,manaskaH,Bv,B,B
1918,sa,hqxayA,Bs6,B,B
1919,sa,lomaSaH,BvS,B,B
1920,karma,SIlaH,Bs6,B,B
1921,BAva,AveSena,T6,T,T
1922,sa,yawnaH,BvS,B,B
1923,jagawI,carEH,T7,T,T
1924,manxa,vegA,Bs6,B,B
1925,muKa,pqRTe,K1,K,T
1926,sa,pawwanAm,BvS,B,B
1927,kRINa,praBA,Bs6,B,B
1928,mahaw,siMha,Bs6,B,B
1929,jana,wAnwrikaH,T6,T,T
1930,bahu,nihnavaH,Bvsp,B,B
1931,yuga,viparyayam,T6,T,T
1932,pApa,ASayaH,Bs6,B,B
1933,guru,varyasya,T7,T,T
1934,kapi,SIrRakaH,BvU,B,B
1935,XAnya,vipaNyAm,T6,T,T
1936,prawApa,praNawAH,T4,T,T
1937,vAsuki,praBqwayaH,Bs6,B,B
1938,niH,ASIH,Bs5,B,B
1939,apa,KyAwim,Bs6,B,B
1940,agni,locana,Bs6,B,B
1941,sa,avaXAnaM,BvS,B,B
1942,sa,vanOkasaH,BvS,B,B
1943,nir,kRawriyA,Bs5,B,B
1944,hiwa,ahiwam,Ds,D,D
1945,viPala,SramaH,K1,K,T
1946,saMni,viRtA,Tp,T,T
1947,hqwa,jala,Bs5,B,B
1948,Sawru,gaveRaNAyAm,T6,T,T
1949,mAsa,parivqwwaH,T3,T,T
1950,parimiwa,AhAraH,Bs6,B,B
1951,na,AsakwiH,Tn,T,T
1952,prApwa,anujFa,Bs3,B,B
1953,sa,lajjA,BvS,B,B
1954,gawa,asuRu,Bs6,B,B
1955,na,kiFcanAyAH,Bsmn,B,B
1956,a,vExikaH,Bsmn,B,B
1957,pAxa,AxiBiH,Bs6,B,B
1958,kaniRTa,AxIni,Bs6,B,B
1959,pASa,banXanEH,T6,T,T
1960,a,karuNena,Bsmn,B,B
1961,AxarSa,SikRikA,K1,K,T
1962,iXma,vraScanam,Ds,D,D
1963,yaWA,yaWam,A1,A,A
1964,xivya,aswrEH,K1,K,T
1965,guru,kula,T6,T,T
1966,gANdIva,XanvanA,Bs6,B,B
1967,mahA,uragEH,K1,K,T
1968,na,arWena,Tn,T,T
1969,balavaw,vigrahaH,T3,T,T
1970,guru,rUpeNa,K1,K,T
1971,A,krIdya,Tg,T,T
1972,na,gaNyA,Tn,T,T
1973,iRta,viBAgAni,Bs6,B,B
1974,kaMsa,arWam,T4,T,T
1975,araNya,mArgeNa,T6,T,T
1976,pari,rabXum,Tp,T,T
1977,pUrva,aparaM,DiV,D,D
1978,bAlya,prayukwam,T7,T,T
1979,prajA,kAmAH,Bs6,B,B
1980,na,spqhA,Tn,T,T
1981,viraha,AwuraH,T3,T,T
1982,aXika,aMSaH,K1,K,T
1983,xuH,AwmanAm,K1,K,T
1984,kOwuka,uwkaNTAm,K1,K,T
1985,hewu,saMjFakAH,Bs6,B,B
1986,jala,prapAwam,T6,T,T
1987,inxriya,vijayaM,T7,T,T
1988,vihawa,ASaH,Bs6,B,B
1989,sva,cakRuRA,T6,T,T
1990,uw,sqjya,Tg,T,T
1991,xur,ukwaM,Tp,T,T
1992,nara,aXipa,T6,T,T
1993,xawwa,avaXAnA,Bs3,B,B
1994,gawa,mawsaram,Bs6,B,B
1995,sarva,vixiwam,T3,T,T
1996,svAXIna,parijanaH,Bs6,B,B
1997,vi,rUpam,Tp,T,T
1998,mahaw,uwsavasya,K1,K,T
1999,sva,puwryAH,T6,T,T
2000,kiSora,vayAH,Bs6,B,B
2001,A,paxam,A1,A,A
2002,kqwaGnawA,AropaH,T6,T,T
2003,BrAnwa,ciwwA,Bs6,B,B
2004,vIcI,mAlaH,Bs7,B,B
2005,sa,arjunAHn,BvS,B,B
2006,prawyURa,kAlaH,K7,K,T
2007,puswaka,kItAyiwaH,T7,T,T
2008,wEMgapa,nAmnI,Bs6,B,B
2009,samApwa,vacane,Bs6,B,B
2010,sa,anukroSasya,Bs6,B,B
2011,viSvaxawwa,nAmakasya,Bs6,B,B
2012,xqRta,xoRaH,Bs3,B,B
2013,kqwa,kaxanam,Bs3,B,B
2014,xvi,jAwiwvaM,Bs6,B,B
2015,nAnA,viXEH,Bs6,B,B
2016,ASraya,AxInAM,Bs6,B,B
2017,kapi,SIrRakAH,BvU,B,B
2018,XUmra,varcase,Bs6,B,B
2019,a,buxXiH,Bsmn,B,B
2020,ukwa,vacanAM,Bs3,B,B
2021,a,cewanam,Tn,T,T
2022,wawrawya,karmacAriBiH,K1,K,T
2023,jIrNa,SIrNAm,Ds,D,D
2024,waw,parAH,T7,T,T
2025,varXiwa,cinwaH,Bs6,B,B
2026,a,surEH,Tn,T,T
2027,BAgya,SAlinI,Bs6,B,B
2028,sama,cewasO,Bs6,B,B
2029,su,vispaRtAM,K1,K,T
2030,jvalana,xyuwim,Bs6,B,B
2031,jAwa,roRasya,Bs6,B,B
2032,baxXa,mUlaH,Bs3,B,B
2033,saMwApa,saMyukwam,T3,T,T
2034,na,parigaNayan,Tn,T,T
2035,sruwa,manwrasya,Bs6,B,B
2036,viBava,manxaH,T3,T,T
2037,yaw,mAwraH,Bs6,B,B
2038,kAla,Bojanam,T7,T,T
2039,Sawa,xvAram,Bs6,B,B
2040,cira,viyukwasya,T3,T,T
2041,rawna,Axikam,Bs6,B,B
2042,BUwa,vExyaH,T6,T,T
2043,vivAha,AKyaH,Bs6,B,B
2044,vigawa,klamam,Bs3,B,B
2045,afga,grahaH,T6,T,T
2046,sa,nAWIkarwum,BvS,B,B
2047,agni,praveSam,T7,T,T
2048,pra,aXyApakasya,Tp,T,T
2049,viwwa,viRaye,T6,T,T
2050,na,vahan,Tn,T,T
2051,ahas,rAwram,Ds,D,D
2052,newra,maswakam,Ds,D,D
2053,SiKara,katyAm,Ds,D,D
2054,vi,mAniwaH,Tp,T,T
2055,cawur,afgAM,Bs7,B,B
2056,BU,KaNde,T6,T,T
2057,na,samIkRya,Tn,T,T
2058,sa,AwmAnam,BvS,B,B
2059,na,paraM,Tn,T,T
2060,sUkara,saMniBam,T3,T,T
2061,jAwa,wqRNA,Bs6,B,B
2062,guru,puwrAn,T6,T,T
2063,yaWA,Sakyam,A1,A,A
2064,na,prApyayo,Tn,T,T
2065,mqga,inxreNa,T6,T,T
2066,SiRya,maNdalIm,T6,T,T
2067,na,kqwvA,Tn,T,T
2068,Bagna,asWiH,Bs6,B,B
2069,rAja,qRaBe,K5,K,T
2070,mlAna,praBAyAm,K1,K,T
2071,hqRta,mAnasaH,Bs6,B,B
2072,cawur,guNA,Bs6,B,B
2073,svalpa,balaH,Bs6,B,B
2074,a,prajFAnaM,Tn,T,T
2075,niyuwa,yojanaH,Bs6,B,B
2076,gawa,AsUn,Bs6,B,B
2077,lawA,gqhANi,T6,T,T
2078,nir,AmiRAH,Bs6,B,B
2079,viSiRta,puruRANAm,K1,K,T
2080,vi,sPotakA,Tp,T,T
2081,na,jAnawA,Tn,T,T
2082,viSIrNa,puRpaM,Bs5,B,B
2083,leKana,AxiRu,Bs5,B,B
2084,saw,vqwwAH,Bs6,B,B
2085,mUla,Palam,K1,K,T
2086,parA,vqwwaH,Tp,T,T
2087,koNa,koRTake,T6,T,T
2088,aMSa,kAmAH,Bs6,B,B
2089,jada,mawI,Bs6,B,B
2090,sa,suvarcikA,BvS,B,B
2091,Baya,xruwa,T5,T,T
2092,sa,XanAH,BvS,B,B
2093,ujjvala,BaviRya,K1,K,T
2094,guru,caraNAH,T6,T,T
2095,smiwa,AnanaH,Bs6,B,B
2096,parama,suKinam,K1,K,T
2097,uxAra,cariwaH,K1,K,T
2098,vIwa,rAgAH,Bs6,B,B
2099,a,prawipAxakaH,Tn,T,T
2100,na,priyA,Tn,T,T
2101,jvalana,AkAreRu,Bs6,B,B
2102,xur,AXarRaH,Tp,T,T
2103,anu,rakwA,Tp,T,T
2104,cinwA,miSriwena,T3,T,T
2105,vAyu,BakRaH,Bs6,B,B
2106,sWira,amBasAm,Bs6,B,B
2107,yaWA,muKyaM,A1,A,A
2108,haswa,upagawAm,T7,T,T
2109,nimIliwA,AkArA,Bs6,B,B
2110,na,varNanIyA,Tn,T,T
2111,aBi,saMXAya,Tp,T,T
2112,niwya,uxyukwena,T1,T,T
2113,yaWA,nirxiRtim,A1,A,A
2114,a,kulInaH,Bsmn,B,B
2115,sa,aBivAxanaM,BvS,B,B
2116,na,sahamAna,Tn,T,T
2117,prawi,akRam,A1,A,A
2118,gomaya,mqwwikAm,Ds,D,D
2119,xur,laBAni,Bvp,B,B
2120,BAva,gamBIraM,T3,T,T
2121,UrXva,srowasAm,Bs6,B,B
2122,rasAla,AxyAH,Bs6,B,B
2123,afgArika,upamaH,T6,T,T
2124,na,xqSyaH,Tn,T,T
2125,a,yajFeRu,Bsmn,B,B
2126,mAXvIka,ariRtam,Ds,D,D
2127,sa,xarpaH,BvS,B,B
2128,pakva,kaRAyAKyaM,T7,T,T
2129,kqwa,prajFA,Bs6,B,B
2130,kRINa,kAye,Bs6,B,B
2131,nAma,Axyam,Bs6,B,B
2132,puNdarIka,akRaM,BvU,B,B
2133,bahumawa,arWaM,Bs6,B,B
2134,sa,hqxayAH,Bs6,B,B
2135,smiwa,pUrvA,Bs6,B,B
2136,prawi,aham,A1,A,A
2137,xagXa,xehAH,Bs6,B,B
2138,saha,mArIcaH,BvS,B,B
2139,Sakra,purogamAH,Bs6,B,B
2140,paxma,Alaye,Bs6,B,B
2141,upa,XAryawAm,A1,A,A
2142,malla,afgaNam,T6,T,T
2143,sa,sEnyaH,BvS,B,B
2144,paxa,kAleRu,T6,T,T
2145,kUrmma,rUpaH,Bs6,B,B
2146,nara,uwwama,T7,T,T
2147,a,parisaMKyeyawvAw,Tn,T,T
2148,waxa,arWam,T4,T,T
2149,sa,vegam,BvS,B,B
2150,a,viSiRtaM,Tn,T,T
2151,apa,gawaH,Tp,T,T
2152,anwaH,kRurAH,Bs6,B,B
2153,nir,bala,Bvp,B,B
2154,vana,xEwyaH,T6,T,T
2155,paFca,Ayawanam,T6,T,T
2156,awi,AvaSyake,Tp,T,T
2157,sa,gAfgeyaH,BvS,B,B
2158,maXumeha,AKyasya,Bs6,B,B
2159,xurga,aByanwaram,Bv,B,B
2160,xvE,viXyaM,Bs6,B,B
2161,mahaw,balaH,Bs6,B,B
2162,nir,uwwaraH,Bvp,B,B
2163,nir,banXa,Bvp,B,B
2164,karataka,AxayaH,Bs6,B,B
2165,viSAla,akRaH,Bs6,B,B
2166,nis,kRawrAm,Bvp,B,B
2167,apAfga,vikRepEH,T3,T,T
2168,manwra,wanwram,Ds,D,D
2169,koNa,xik,Ds,D,D
2170,inxra,vikramAw,BvU,B,B
2171,alpa,kaPA,Bs7,B,B
2172,UrXva,rewasam,Bs6,B,B
2173,SuRka,nEyAyikena,K1,K,T
2174,manxa,BAgyena,Bs6,B,B
2175,labXa,prawiRTaH,Bs6,B,B
2176,bahu,vicAraM,K1,K,T
2177,na,AyAsena,Tn,T,T
2178,xvAxaSan,akRaram,Bs7,B,B
2179,ESvarya,yukwam,T3,T,T
2180,bahu,SAKA,Bs6,B,B
2181,xaSa,Sirasam,Bs6,B,B
2182,RodaSa,kalaM,Bs6,B,B
2183,mahA,ojasam,Bs6,B,B
2184,paryafka,Axikam,Bs6,B,B
2185,Svewa,kukkutaH,K1,K,T
2186,xvi,newraH,Bs6,B,B
2187,an,uciwe,Tn,T,T
2188,guru,janEH,K1,K,T
2189,yaWA,saMBavam,A1,A,A
2190,vi,vAxa,Tp,T,T
2191,a,ciram,Tn,T,T
2192,sam,wuRtaH,Tp,T,T
2193,prawyakRa,pUrvaM,Bs6,B,B
2194,a,xAraH,Bsmn,B,B
2195,SAkuna,mAMsena,T6,T,T
2196,mahaw,balaH_Bs,Bs6,B,B
2197,nis,safkocam,Bs7,B,B
2198,bAla,BAvam,T6,T,T
2199,Awma,samo,T3,T,T
2200,xur,sahaM,Tp,T,T
2201,wIvra,vexanaH,Bs7,B,B
2202,sa,ISvaraM,BvS,B,B
2203,ugra,parAkramaH,Bs6,B,B
2204,aByavahAra,arWAw,Bs6,B,B
2205,sOnxarya,awiSaya,T6,T,T
2206,a,cyuwaH,Bsmn,B,B
2207,hIraka,BAram,T6,T,T
2208,mahaw,SivaH,K1,K,T
2209,puNya,kIrwiH,Bs6,B,B
2210,SikRA,viBAge,T6,T,T
2211,viBAga,aXyakRasya,T6,T,T
2212,harRa,annAxo,T3,T,T
2213,paFca,vargaH,Tds,T,T
2214,rasa,anuBavam,T6,T,T
2215,a,cyuwAyan,Bsmn,B,B
2216,nir,Bayam,Bvp,B,B
2217,xakRiNa,afguRTawaH,K1,K,T
2218,xuH,anvayAni,K1,K,T
2219,pavana,AxayaH,Bs6,B,B
2220,na,svasWam,Tn,T,T
2221,uxxoha,viXinA,T6,T,T
2222,sa,kOwukam,BvS,B,B
2223,saroja,locanA,Bsu,B,B
2224,mArga,jAwA,T7,T,T
2225,uwpanna,haswaH,Bs6,B,B
2226,su,samqxXaH,Tp,T,T
2227,Ananxa,pulakiwAH,T3,T,T
2228,SeRAxri,SiKare,T6,T,T
2229,Bagna,vrawe,Bs3,B,B
2230,kqwa,arWEH,Bs3,B,B
2231,xaSasahasra,rUpyakANAm,K1,K,T
2232,pavanan,saMyukwaH,T3,T,T
2233,BUwa,sWaH,T7,T,T
2234,vakwu,kAmam,Bs6,B,B
2235,BAgya,SAlinaM,Bs6,B,B
2236,sa,roRaH,BvS,B,B
2237,pra,grahaM,Tp,T,T
2238,nir,malam,Bvp,B,B
2239,su,lalAtaH,Bsmg,B,B
2240,na,Awmasu,Tn,T,T
2241,praxawwa,avaXAna,Bs3,B,B
2242,pravqwwa,cakrasya,Bs6,B,B
2243,kAla,vaSam,T6,T,T
2244,mahA,BAgaM,Bs6,B,B
2245,yajFa,viXiH,T6,T,T
2246,samupajAwa,kopaH,Bs6,B,B
2247,nir,mAMsam,Bvp,B,B
2248,a,sajyamAnaH,Tn,T,T
2249,yajFa,karma,K1,K,T
2250,nava,viXaH,Bvsp,B,B
2251,go,pucCam,T6,T,T
2252,yajFa,saMsixXAw,T3,T,T
2253,upArjana,rawiH,Bs7,B,B
2254,maMwra,mugXA,T3,T,T
2255,BUwa,saMjFakaH,Bs6,B,B
2256,asmaw,AxiBiH,Bs6,B,B
2257,yoxXu,kAmaH,Bs6,B,B
2258,mahA,XanAn,Bs6,B,B
2259,na,upalakRiwa,Tn,T,T
2260,nir,guNaH,Bvp,B,B
2261,yoxXu,kAmAn,Bs6,B,B
2262,alpa,mexasaH,Bs7,B,B
2263,sAXu,sanwaH,K1,K,T
2264,vinaRta,SokAH,Bs5,B,B
2265,hqw,AxikAH,Bs6,B,B
2266,xIrGa,sUwrasya,Bs6,B,B
2267,prawi,lomawaH,Tp,T,T
2268,sax,guNE,K1,K,T
2269,sa,pawnyA,BvS,B,B
2270,prAcIna,agrAH,Bs6,B,B
2271,sawya,AkArAH,Bs6,B,B
2272,niwya,praSAnwe,T2,T,T
2273,kqwa,karmANaM,Bs6,B,B
2274,prApwa,samAcAraH,Bs3,B,B
2275,anwaH,AwmanA,Bs6,B,B
2276,eka,ekasya,K1,K,T
2277,cAru,locanam,Bs6,B,B
2278,vahni,sAw,T7,T,T
2279,puRpa,mAlABiH,T6,T,T
2280,paWin,AvAsasya,T7,T,T
2281,su,xurXarRaM,K1,K,T
2282,kqwa,kalyANaM,Bs3,B,B
2283,an,upakaraNam,Bsmn,B,B
2284,Binna,vqwwAH,Bs6,B,B
2285,sarva,sWiwyE,K1,K,T
2286,sva,cawuSSawam,T6,T,T
2287,prawi,rAwrim,A1,A,A
2288,nasya,karmaBiH,T6,T,T
2289,anu,XyAyanwI,Tp,T,T
2290,niwya,vrawI,Bs6,B,B
2291,sva,piwAmahasya,T6,T,T
2292,su,manasaH,Bs6,B,B
2293,sWira,xqRtI,Bs6,B,B
2294,amla,saMyuwEH,T3,T,T
2295,apUrva,cArakaH,Bs6,B,B
2296,niraya,saMjFiwAH,Bs6,B,B
2297,Asava,yonayaH,T6,T,T
2298,rAjan,parivArasya,T6,T,T
2299,baxXa,rawi,Bs6,B,B
2300,Xarma,mUlAH,Bs6,B,B
2301,sa,rakwe,BvS,B,B
2302,brahma,xviRaH,T6,T,T
2303,sa,arWa,Bvs,B,B
2304,vajra,afkAH,Bs6,B,B
2305,anala,wapwam,T3,T,T
2306,vinIwa,AwmA,Bs6,B,B
2307,wimira,AcCanneByaH,T3,T,T
2308,vEwAna,niwyaH,Bs6,B,B
2309,Saswra,pANO,Bs6,B,B
2310,saM,nicayaM,K1,K,T
2311,sa,nAvanaH,BvS,B,B
2312,puruRa,uwwamAH,T6,T,T
2313,vAwa,vixraXI,T3,T,T
2314,sa,sarpe,BvS,B,B
2315,eka,akRaraH,Bs6,B,B
2316,sa,SarIreNa,BvS,B,B
2317,kaniRTa,BaginI,K1,K,T
2318,cira,prAjFawayA,Bs6,B,B
2319,kaPa,AwmakaH,Bs6,B,B
2320,BURaNa,Axikam,Bs6,B,B
2321,rAjan,saMSrayAH,Bs6,B,B
2322,jala,grahaNam,T6,T,T
2323,a,sWAnawaH,Tn,T,T
2324,jala,saMSrayAH,T7,T,T
2325,mAna,apamAnam,Ds,D,D
2326,anya,anujAn,K1,K,T
2327,kRuxra,ASayA,Bs6,B,B
2328,awyucCriwa,sawwvaH,Bs6,B,B
2329,sahasra,samiwA,Bvsp,B,B
2330,vakwu,kAmAnAM,Bs6,B,B
2331,bahu,viXaH,Bvsp,B,B
2332,sa,avaroXanaH,BvS,B,B
2333,nirvANa,AxiRu,Bs6,B,B
2334,waw,vyavasWA,T6,T,T
2335,sarva,kAmeByaH,K1,K,T
2336,kopa,miSriwena,T3,T,T
2337,uxIrNa,sawwvena,Bs6,B,B
2338,pra,supwO,Tp,T,T
2339,hIna,xehaH,Bs6,B,B
2340,viMSawi,saMKyA,K1,K,T
2341,xaXi,pUrNam,T3,T,T
2342,sanna,musale,Bs6,B,B
2343,su,pariNIwAn,K1,K,T
2344,gawa,AyuRi,Bs6,B,B
2345,pra,wanavaH,Bs6,B,B
2346,niScaya,AwmikAH,Bs6,B,B
2347,saw,kqwAH,K1,K,T
2348,jFeyA,Awmane,K1,K,T
2349,kqwa,aswrAH,Bs3,B,B
2350,aneka,viXAni,K1,K,T
2351,xuH,AsaxAm,K1,K,T
2352,manxa,BAgyasya,Bs6,B,B
2353,sva,sevakam,T6,T,T
2354,Bavaw,viXe,Bs6,B,B
2355,alpa,buxXInAM,Bs6,B,B
2356,vAwa,sAraWiH,Bs6,B,B
2357,an,AwuraH,Tn,T,T
2358,viGna,BUwAH,Bs6,B,B
2359,Bukwa,BogaH,Bs3,B,B
2360,nIwi,gupwe,T3,T,T
2361,kutumba,XarmANaH,Bs6,B,B
2362,a,svapnaH,Tn,T,T
2363,pUrva,karmaNA,K1,K,T
2364,pAraMparya,Agawe,T3,T,T
2365,vyavahAra,variRTaH,T7,T,T
2366,vaFcayiwu,kAmaH,Bs6,B,B
2367,ugra,viRasya,K1,K,T
2368,aBi,anwarAn,Tp,T,T
2369,gawa,viBavaH,Bs6,B,B
2370,ava,lambiwam,Tp,T,T
2371,apa,hqwam,Tp,T,T
2372,vi,saMjFam,Bs6,B,B
2373,AkASa,praBavaH,Bs6,B,B
2374,pra,hIyamANasya,Tp,T,T
2375,kroXa,mUrcCiwaH,T3,T,T
2376,rAjan,mArgeNa,T6,T,T
2377,pra,xAya,Tg,T,T
2378,na,vyaya,Bsmn,B,B
2379,kroXa,agnim,K6,K,T
2380,a,prawimam,Bsmn,B,B
2381,a,xURikA,Tn,T,T
2382,yawa,vrawAw,Bs6,B,B
2383,viviXa,jAwIyAH,K1,K,T
2384,su,viSAle,Tp,T,T
2385,mahaw,AgAra,K1,K,T
2386,bahU,mUlyAni,Bs6,B,B
2387,AvaraNa,Avqwam,T3,T,T
2388,apagawa,gOrave,Bs5,B,B
2389,na,arWam,Tn,T,T
2390,BAsvara,xehAH,Bs6,B,B
2391,kroXa,cApalyaM,Ds,D,D
2392,cariwa,brahmacaryasya,Bs6,B,B
2393,yoga,AwmA,Bs6,B,B
2394,a,sevyaM,Tn,T,T
2395,vikqwa,AnanaH,Bs6,B,B
2396,ayana,muKAni,Bs6,B,B
2397,vqxXa,vqkREH,K1,K,T
2398,a,xURakaH,Tn,T,T
2399,xivya,SakweH,K1,K,T
2400,bahu,svarNam,Bs7,B,B
2401,prAk,muKAn,Bs6,B,B
2402,lEMgaSipa,nAma,Bs6,B,B
2403,kapi,vikqwiH,T6,T,T
2404,ravi,raSmiBi,T6,T,T
2405,malImasa,carxareNa,K1,K,T
2406,karNa,nAsam,Ds,D,D
2407,nAtaka,AxInAm,Bs6,B,B
2408,yoga,kRemAH,K1,K,T
2409,cawuHRaRti,uwwaram,Bs5,B,B
2410,nara,ISvaraH,T6,T,T
2411,vigawa,kalmaRaH,Bs5,B,B
2412,wvaw,ASrayam,T6,T,T
2413,na,avekRya,Tn,T,T
2414,prApwa,prawiRTe,Bs3,B,B
2415,gawa,jvaraH,Bs5,B,B
2416,harRa,nirBara,T3,T,T
2417,pra,sqwA,Tp,T,T
2418,SyAma,varNaM,K1,K,T
2419,sahasra,muxrAwmakam,Bs6,B,B
2420,sam,AyAwasya,Tp,T,T
2421,avi,xagXAn,Tp,T,T
2422,eka,mAwram,Tm,T,T
2423,mayUra,AxiBi,Bs6,B,B
2424,SuxXa,SOcena,Bs6,B,B
2425,inxriya,saMnyAsAw,T6,T,T
2426,awi,mAwraM,A1,A,A
2427,sa,vajram,BvS,B,B
2428,saMpaw,vipaw,DiV,D,D
2429,sa,viSeRANi,BvS,B,B
2430,a,meXyAsu,Tn,T,T
2431,bahu,mUlyA,Bs6,B,B
2432,a,jFAwA,Tn,T,T
2433,anwar,manasi,Tg,T,T
2434,vana,gocarEH,T7,T,T
2435,na,BayaM,Tn,T,T
2436,waw,SESave,T6,T,T
2437,Awma,samBAviwAH,T3,T,T
2438,Xana,vinASam,T6,T,T
2439,aNda,jAn,T5,T,T
2440,wanu,afgI,Bs6,B,B
2441,na,sampUrNe,Tn,T,T
2442,awi,viswqwaH,K1,K,T
2443,wIkRNa,wuNdaH,Bs6,B,B
2444,xAruNa,AkAraH,Bs6,B,B
2445,awiyoga,ayogAya,Ds,D,D
2446,UrXva,muKaM,Bs6,B,B
2447,xawwa,xqRtiH,Bs3,B,B
2448,vixiwa,pramANAH,Bs3,B,B
2449,Apwa,xakRiNEH,Bs7,B,B
2450,xik,mUDA,T7,T,T
2451,prawi,vAkyam,A1,A,A
2452,xalapawarAya,mahASayena,K2,K,T
2453,nir,uxxeSyam,Bvp,B,B
2454,ewaw,mohanIyam,K1,K,T
2455,pra,yojanam,Tp,T,T
2456,rAjya,praSAsane,Tp,T,T
2457,xur,xqSyaM,K1,K,T
2458,saMyawa,AwmanaH,Bs6,B,B
2459,wvaw,prasAxAw,T6,T,T
2460,xurga,wIrWA,Bs6,B,B
2461,pAyasa,pUrNam,T3,T,T
2462,ekAnwika,vacanAw,T6,T,T
2463,anu,XAvamAnA,Tp,T,T
2464,kuru,kRewre,T6,T,T
2465,Gqwa,arciH,Bs3,B,B
2466,paFca,srowasi,Tds,T,T
2467,puNya,arWaM,Bs6,B,B
2468,SAnwi,pUrNam,T3,T,T
2469,niruxXa,SvAsa,Bs6,B,B
2470,cawuH,uwwarA,Bs6,B,B
2471,ugra,wapa,K1,K,T
2472,Ahava,xarpam,Bv,B,B
2473,purA,XarmaH,K1,K,T
2474,sva,miwram,T6,T,T
2475,kaSyapa,nAmakasya,Bs6,B,B
2476,BAviwa,AwmAnaH,Bs6,B,B
2477,uRNa,peyam,K1,K,T
2478,an,aBiRyanxi,Tn,T,T
2479,viBANdaka,muneH,K7,K,T
2480,upa,grAhyam,Tp,T,T
2481,BAviwa,AwmanAm,Bs6,B,B
2482,para,gqham,T6,T,T
2483,saha,uxvegaH,BvS,B,B
2484,vAyu,BakREH,Bs6,B,B
2485,xur,yogAw,Tp,T,T
2486,mahaw,nimiwwAni,K1,K,T
2487,vi,nigrahaH,Tp,T,T
2488,viSva,iSvara,Bs6,B,B
2489,priya,apriyaM,Ds,D,D
2490,saha,gaNAH,Bvs,B,B
2491,anwarafga,saKIBi,K1,K,T
