,word1,word2,tag,BTag,label
690,alpa,buxXeH,Bs6,B,B
691,SIwa,uRNe,DiV,D,D
692,aRta,pAxaM,Bs6,B,B
693,na,vicCinnaM,Tn,T,T
694,samApawiwa,sanwApaH,Bs7,B,B
695,xuR,prawiprekRaNIyA,Tp,T,T
696,Sawru,sAXAraNe,Bs7,B,B
697,ORaXa,xravyam,K1,K,T
698,nir,vacanA,BvP,B,B
699,waw,kupraBAveNa,T6,T,T
700,suwa,saMjFAn,Bs6,B,B
701,Awma,kevalawAM,T3,T,T
702,maMca,upayukwam,T7,T,T
703,keSavaSAswri,nAmnA,Bs6,B,B
704,su,wvak,Bs6,B,B
705,gaja3,varam,T7,T,T
706,xviviXa,praBAvaH,Bs6,B,B
707,cAtu,SawEH,T6,T,T
708,miWyA,pravqwwiM,Bs6,B,B
709,sarva3,saMkatAni,K1,K,T
710,sva,AwmanA,T6,T,T
711,Sruwa,vAkyaH,Bs3,B,B
712,xAna,SIle,Bs6,B,B
713,yaWA,iRtaM,A1,A,A
714,sapwa,xinAni,K1,K,T
715,na,prakASya,Tn,T,T
716,parama,vexanayA,K1,K,T
717,cinwana,SIlA,Bs6,B,B
718,XanuR,guNaH,T6,T,T
719,kRawriya,saMkulA,T3,T,T
720,puRkara,newrAya,Bsu,B,B
721,xvi,cawuH,Bss,B,B
722,xvi,guNAyAH,K1,K,T
723,evam,viXaH,Bs6,B,B
724,vi,vqwya,Tg,T,T
725,pApa,kqwyAH,Bs6,B,B
726,nqwya,rawAH,T7,T,T
727,sa,uwkaNTam,BvS,B,B
728,pralambamAna,kAkapakRaH,Bs6,B,B
729,ganXa,wanmAwre,K7,K,T
730,vEnaweya,manxirAw,K7,K,T
731,xur,gawim,Tp,T,T
732,BUwa,vExyena,Bs6,B,B
733,a,gawIn,Bsmn,B,B
734,sa,amAwyAn,BvS,B,B
735,xuHKa,SayyAH,Bs6,B,B
736,pariciwa,wimirA,Bs7,B,B
737,kiraNa,ciwraNam,T6,T,T
738,Agawa,vijFAnaH,Bs6,B,B
739,rasa,guNAn,T6,T,T
740,upa,karwrAriNA,Tp,T,T
741,sa,hqxayasya,Bs6,B,B
742,bahu,mallakEH,Bs6,B,B
743,kqwa,saMskAraH,Bs3,B,B
744,viviXa,lakRaNam,Bs6,B,B
745,brAhmaNa,qRaBam,K5,K,T
746,sa,AnanxaH,BvS,B,B
747,sahasra,SirasaM,Bs6,B,B
748,sAXu,vqwwAn,Bs6,B,B
749,SAswrasammawam),vicAram,Km,K,T
750,maha,AsurAH,K1,K,T
751,nir,Axarasya,Bvp,B,B
752,sa,keyUrA,BvS,B,B
753,rakRi,puruReRu,K1,K,T
754,vIwa,kalmaRam,Bs6,B,B
755,mahaw,xAnam,K1,K,T
756,sa,awiviRAM,BvS,B,B
757,bahu,viGnAni,Bs6,B,B
758,sarva,ABaraNam,K1,K,T
759,saMBinna,xarSanaH,Bs6,B,B
760,XUwa,pApaH,Bs6,B,B
761,a,maraH,Bsmn,B,B
762,goXUma,Axi,Bs6,B,B
763,manwra,AxInAm,Bs6,B,B
764,wulya,karmaNI,Bs6,B,B
765,an,uwwame,Bs5,B,B
766,gaja,ArUDam,T7,T,T
767,svar,lokam,K1,K,T
768,na,SAnwam,Tn,T,T
769,pra,pIdiwA,Tp,T,T
770,saFjAwa,sanxehaH,Bs4,B,B
771,Arya,kakuBaH,K1,K,T
772,vqnxA,rUpeNa,T6,T,T
773,arWa,vyApArAH,Bs6,B,B
774,vIra,bAlakAnAm,K1,K,T
775,rAjan,xampawyO,T6,T,T
776,xIrGa,AyuH,Bs6,B,B
777,a,kUjanena,Tn,T,T
778,prawivexana,Axi,Bs6,B,B
779,sa,agraM,BvS,B,B
780,xravya,AxinA,Bs6,B,B
781,ugra,karmANaH,Bs6,B,B
782,wapaH,parAyaNAH,Bs6,B,B
783,sam,inXanAni,Tp,T,T
784,sarva,arWeRu,K1,K,T
785,saha,mawyA,BvS,B,B
786,rAwri,anwe,T6,T,T
787,kqwa,pariSramaH,Bs3,B,B
788,sva,xAyiwvaM,T6,T,T
789,a,vismayaH,Bsmn,B,B
790,mUrKa,aXipam,T6,T,T
791,prawi,saMmiSriwe,A1,A,A
792,saM,rakRyAn,Tp,T,T
793,na,SoRyaH,Tn,T,T
794,SreRTa,buxXiH,K1,K,T
795,glAna,parNAnAM,Bs6,B,B
796,A,kaNTam,A1,A,A
797,roga,vimukwaH,T3,T,T
798,sarva3,AramBEH,K1,K,T
799,gAnXarva,vivAhasya,K7,K,T
800,na,mAnuRi,Tn,T,T
801,su,prasAxaH,Bs6,B,B
802,pUjA,AxinA,Bs6,B,B
803,paraM,wapAH,Bs6,B,B
804,eka,vqwwiH,Bs6,B,B
805,kAma,akAmO,DiV,D,D
806,pra,xAnAya,Tp,T,T
807,na,SeRAH,Tn,T,T
808,na,lolupwvam,Tn,T,T
809,anu,mawi,Tp,T,T
810,Sraw,xaXAnaH,T2,T,T
811,sa,avaXAna,BvS,B,B
812,awikRipwa,manoraWaH,Bs6,B,B
813,suhqx,vqwaH,T3,T,T
814,na,pariciwO,Tn,T,T
815,nir,AkAraH,Tp,T,T
816,a,kramaH,Tn,T,T
817,aXi,RTAnaM,A1,A,A
818,vaMSAnucariwa,AxeH,Bs6,B,B
819,sam,Anayaw,Tp,T,T
820,mahAnasa,pAwrANi,K1,K,T
821,anya,viRayeRu,K1,K,T
822,SArmaNI,Axi,Bs6,B,B
823,eka,cCawrAM,Bs6,B,B
824,aprawima,Ojase,Bs6,B,B
825,kqwa,wvarA,Bs3,B,B
826,na,prasannaH,Tn,T,T
827,marma,upaGAwI,T6,T,T
828,labXa,sanwAnaH,Bs6,B,B
829,mukwa,wvacaH,Bs6,B,B
830,uxara,poRaNam,T6,T,T
831,a,hiwAya,Tn,T,T
832,warjanI,AxO,Bs6,B,B
833,a,kalmaRAn,Bsmn,B,B
834,sWAvara,jafgamam,Ds,D,D
835,RodaSa,Awmakam,Bs6,B,B
836,AruDa,saMSayaH,Bs7,B,B
837,anu,xinam,A1,A,A
838,praSAnwa,roRaH,Bs6,B,B
839,xravya,saMcayaH,K5,K,T
840,manwra,afgAni,Bs6,B,B
841,sixXi,BUmikAm,K1,K,T
842,viRa,AkulEH,T3,T,T
843,Bagna,samAXiH,Bs6,B,B
844,su,snAwaH,Tp,T,T
845,yajFakRapiwa,kalmaRAH,T3,T,T
846,maruwwara,yAnam,K7,K,T
847,ava,Apya,Tg,T,T
848,haraxeva,AKyaH,Bs6,B,B
849,xIrGa,prajFaH,Bs6,B,B
850,nanxi,grAmam_K1,K1,K,T
851,samavanawa,Siras,Bs6,B,B
852,a,SeReNa,Tn,T,T
853,jFAna,Awmane,K1,K,T
854,meru,maXye,T6,T,T
855,pawnI,muKa,T6,T,T
856,Xarma,upasWaH,T7,T,T
857,varwwi,arWam,T4,T,T
858,sa,sEnyam,BvS,B,B
859,hIraka,pUriwA,T3,T,T
860,BAva,AwmikA,Bs6,B,B
861,manwra,SAlAyAm,T6,T,T
862,Xarma,cCaxmA,Bs6,B,B
863,bahu,rUpa,K1,K,T
864,naya,anayO,DiV,D,D
865,manwra,SakwiH,T6,T,T
866,samuxra,muxrA,Bs6,B,B
867,a,BakRyam,Tn,T,T
868,gawa,sawwvA,Bs6,B,B
869,Gora,xarSanaH,Bs6,B,B
870,na,urvarA,Tn,T,T
871,prawi,karmma,A1,A,A
872,sa,apawrapaH,BvS,B,B
873,priya,rAjakaH,Bs6,B,B
874,vArwA,AlApaH,Ds,D,D
875,su,Goram,Tp,T,T
876,cira,vyavasAyine,K1,K,T
877,gawa,asavaH,Bs6,B,B
878,na,Alocya,Tn,T,T
879,vara,varNinI,Bs6,B,B
880,prawi,afgam,A1,A,A
881,saha,uwsAham,BvS,B,B
882,mArga,BraRtO,T5,T,T
883,sa,pidakAH,BvS,B,B
884,vAk,balAH,Bs6,B,B
885,praviBakwa,pakRaH,Bs6,B,B
886,Xarma,aXarmO,DiV,D,D
887,aBi,yukwaH,Tp,T,T
888,siMhAsana,ArohaNena,T7,T,T
889,Sama,parAyaNAn,Bs6,B,B
890,yaWA,icCam,A1,A,A
891,anu,jFApya,Tg,T,T
892,paxArWa,jAwam,T3,T,T
893,pra,aXyApakena,Tp,T,T
894,na,anumawasya,Tn,T,T
895,xqDZa,niScayAm,Bs6,B,B
896,Xarma,AxIn,Bs6,B,B
897,sajjanawva,kAraNa,K7,K,T
898,an,iRtAnAM,Tn,T,T
899,buxXi,vEBavam,K1,K,T
900,AXAna,AxIni,Bs6,B,B
901,kilakila,rAvaH,K6,K,T
902,xivya,SakwInAm,K1,K,T
903,na,sahAyAm,Tn,T,T
904,wyakwa,AwmAnaH,Bs6,B,B
905,wulya,vqwwayaH,Bs6,B,B
906,nava,xvAre,Bs7,B,B
907,eka,manA,Bs6,B,B
908,a,wiWim,Bs6,B,B
909,keSava,arjunayoH,Ds,D,D
910,sAXu,ukwam,K1,K,T
911,ucca,aXikAriNam,K1,K,T
912,paFca,karmA,Bs6,B,B
913,xAsya,eSvaryaM,Ds,D,D
914,yaWA,iRtam,A1,A,A
915,ananwara,kAle,K7,K,T
916,rAjakIya,mahAvixyAlaye,K1,K,T
917,vyavahAra,pravqwwAnAM,T7,T,T
918,svexa,yogyena,T4,T,T
919,hqxaya,manyuH,T6,T,T
920,SikRaNa,saMsWAnAm,T6,T,T
921,prahaswa,pramuKAH,Bs6,B,B
922,SayyA,Asane,K1,K,T
923,BIwa,yAnayA,Bs6,B,B
924,SIrRa,virecane,T6,T,T
925,eka,kRaNena,K1,K,T
926,na,yogyaH,Tn,T,T
927,Avqwa,mArga,K1,K,T
928,arWa,anarWO,DiV,D,D
929,sam,lagnaH,Tp,T,T
930,sa,cakiwaH,BvS,B,B
931,saFjAwa,vimawi,K1,K,T
932,eka,SIlAH,Bs6,B,B
933,a,kopayan,Tn,T,T
934,sarga,AxiH,Bs6,B,B
935,piSiwa,ASanaH,Bs6,B,B
936,mahaw,balam,Bs6,B,B
937,pra,NIwAyAM,Tp,T,T
938,ABURaNa,AxIni,Bs6,B,B
939,Saswra,pANInAm,Bv,B,B
940,saha,sAXyAH,Bvs,B,B
941,bAhu,balinaH,Bs6,B,B
942,prawi,xAnam,A1,A,A
943,sva,mAnasasya,T6,T,T
944,nis,svAxu,Bvp,B,B
945,apAlA,sama,Bv,B,B
946,vexa,varjiwAH,T3,T,T
947,yaWA,parimANam,A1,A,A
948,xyUwa,Awma,T6,T,T
949,Gora,niSAyAm,K1,K,T
950,rafga,maXye,T6,T,T
951,sa,parivArakAH,BvS,B,B
952,puwra,sahasrikAH,Bs6,B,B
953,viRaya,viBexam,T6,T,T
954,a,snAwaH,Tn,T,T
955,na,pAwreByaH,Tn,T,T
956,bahu,karxamAn,Bvsp,B,B
957,apara,ahNaH,T1,T,T
958,iwyAxi,leKAn,K1,K,T
959,wrivqw,SirAH,Bs6,B,B
960,cariwa,arWaH,Bs6,B,B
961,maw,saMsWAm,Bs6,B,B
962,gawa,vyaWaH,Bs6,B,B
963,a,SraxXeyam,Tn,T,T
964,hawa,buxXiH,Bs6,B,B
965,rAma,AxyAH,Bs6,B,B
966,yaWA,gawam,A1,A,A
967,Basma,avaSeRAn,T6,T,T
968,kqSa,grIvaH,Bs6,B,B
969,BraRta,ESvaryaM,Bs6,B,B
970,sa,puwrAm,BvS,B,B
971,a,jFena,Tn,T,T
972,Rac,guNaH,Bs6,B,B
973,hqwa3,nayanAH,Bs6,B,B
974,prApwa,aBiRekaH,Bs3,B,B
975,xAna,niwyaH,T7,T,T
976,sWiwa,XIH,Bs6,B,B
977,guNa,prakarRaH,Bv,B,B
978,na,aBijFaH,Tn,T,T
979,wax,upASrayaH,Bs6,B,B
980,vaMSa,hInaH,T3,T,T
981,karNa2,kuharANi,T6,T,T
982,xvEXI,BAvaH,Tds,T,T
983,nir,vikAraH,Bsmn,B,B
984,vacana,BraRtaH,T3,T,T
985,Baya,hewum,Bs6,B,B
986,na,pESunam,Bsmn,B,B
987,ana,apawrapaNa,Tn,T,T
988,su,saMpannaM,K1,K,T
989,maXura,pAnIyA,Bs6,B,B
990,na,pUrvasya,Bsmn,B,B
991,viSvawaH,muKam,Bs6,B,B
992,a,svAxuH,Tn,T,T
993,xeha,ASriwam,T3,T,T
994,an,arWasya,Bsmn,B,B
995,amiwra,viRayam,Bs6,B,B
996,kapola,kalpiwAyA,T3,T,T
997,sa,prajAH,BvS,B,B
998,cala,ciwwa,K1,K,T
999,mAFjiRTa,rAga,K1,K,T
1000,anekaviXa,kalpanA,K1,K,T
1001,manxa,AxaraH,Bs6,B,B
1002,nir,jIvaH,Bs5,B,B
1003,BAviwa,AwmA,Bs6,B,B
1004,raNa,priyAH,Bs6,B,B
1005,kAma,hewunA,Bs6,B,B
1006,Sawa,guNAn,Bs6,B,B
1007,saw,guNaH,K1,K,T
1008,afga,xeSasya,K7,K,T
1009,na,afgaH,Bsmn,B,B
1010,arxXa,buBukRiwaH,K1,K,T
1011,ku,xeSe,K1,K,T
1012,waw,niRTAH,Bs6,B,B
1013,prawi,grAmam,A1,A,A
1014,Canxa,mqwyuH,Bs6,B,B
1015,SAraxa,kOmuxI,Bsu,B,B
1016,sa,bale,BvS,B,B
1017,akRa,mAwraM,Bs6,B,B
1018,aXi,AwmA,A1,A,A
1019,Canxa,anuroXena,T6,T,T
1020,yajFa3,arWAni,Bs6,B,B
1021,pra,sarawi,Tp,T,T
1022,sa,cewAH,BvS,B,B
1023,prApwa,kAle,T7,T,T
1024,uxaka,SIlaH,Bs6,B,B
1025,uxIrNa,manasaH,Bs6,B,B
1026,sa,makRikE,BvS,B,B
1027,Arjava,saMBqwEH,T5,T,T
1028,brahmANda,saFjFikAm,Bs6,B,B
1029,sa,SAkam,BvS,B,B
1030,Bakwa3,uwwamaH,T7,T,T
1031,sva,buxZXyA,T6,T,T
1032,kqwa,prayawnaH,Bs3,B,B
1033,jiwa,SramAH,Bs3,B,B
1034,hArixra,varNe,Bs6,B,B
1035,SrInivAsa,nAmnA,Bs6,B,B
1036,sa,pariSramam,BvS,B,B
1037,sa,parivyayam,BvS,B,B
1038,su,vIryaH,Bs6,B,B
1039,bahu,paSuH,Bs6,B,B
1040,saMkalpa,mUlAH,Bs6,B,B
1041,swena,kAryam,T6,T,T
1042,ninxiwa,mawiH,Bs6,B,B
1043,pIwa,SoNiwam,Bs6,B,B
1044,maXura,ABARA,Bs6,B,B
1045,niH,snehA,Bs5,B,B
1046,pra,harRiwaH,Tp,T,T
1047,uxIrNa,xoRa,K1,K,T
1048,SikRA,aXikAriNA,T6,T,T
1049,pra,vqxXam,Tp,T,T
1050,uxAra,manasAM,Bs6,B,B
1051,a,vikAre,Bsmn,B,B
1052,Ahawa,pAxAH,Bs6,B,B
1053,na,vyayaM,Bsmn,B,B
1054,Sawa,varRaH,Bs6,B,B
1055,paxma,AkAre,BvU,B,B
1056,roga,mArgaH,T6,T,T
1057,vigawa,cewanaH,Bs6,B,B
1058,vExya,mahoxayaH,K2,K,T
1059,uxbuxXa,buxXiH,Bs6,B,B
1060,xur,AwmaBiH,Bsmg,B,B
1061,apahasiwA,wanuH,Bs6,B,B
1062,pari,cArakAH,Tp,T,T
1063,paxmAvawI,nAmnA,Bs6,B,B
1064,Axiwya,sanniBEH,Bsu,B,B
1065,A,xinam,A1,A,A
1066,su,SoBanaH,Tg,T,T
1067,sa,kaPaH,BvS,B,B
1068,katAha,samIpam,T6,T,T
1069,JaFJA,vAyuH,K7,K,T
1070,caFcala,newra,Bs6,B,B
1071,nihawa,xviRaH,Bs6,B,B
1072,xIrGa,sUwraH,Bs6,B,B
1073,xarSana,arWam,T4,T,T
1074,kqwa,upaxeSAH,Bs6,B,B
1075,kapAla,mAlinI,Bs6,B,B
1076,pra,vrajiwaH,Tp,T,T
1077,kqwa,BayA,Bs3,B,B
1078,lohiwa,akRaH,Bs6,B,B
1079,skanXa,AvAram,T6,T,T
1080,prApwa,praSikRaNa,Bs3,B,B
1081,waw,ciwwAH,Bv,B,B
1082,anna,pAnasya,Ds,D,D
1083,prApwa,yOvanAm,Bs3,B,B
1084,ava,guNTanam,Tp,T,T
1085,pari,sWiwi,Tp,T,T
1086,aya,jeyAni,T3,T,T
1087,mAyA,SawaXarAH,Bs6,B,B
1088,xIna,manAH,Bs6,B,B
1089,anu,kRaNam,A1,A,A
1090,upayogiwva,parIkRaNam,T6,T,T
1091,jIva,saMjIvanena,T6,T,T
1092,lubXa,buxXiRu,Bs6,B,B
1093,lakRmaNa,ASvAsiwaH,T3,T,T
1094,ni,kqwanwi,Tp,T,T
1095,na,sahAyA,Tn,T,T
1096,vi,rUpa,Tp,T,T
1097,apa,hqwaM,Tp,T,T
1098,sva,sanwAnAnAM,T6,T,T
1099,su,wapasvinO,Bs6,B,B
1100,na,vyakwam,Tn,T,T
1101,pAwaMjala,mahABARyam,K1,K,T
1102,upaxvAra,sixXaye,T6,T,T
1103,vi,manaskA,Bvp,B,B
1104,kroXa,SIlaH,Bs6,B,B
1105,na,mqwam,Tn,T,T
1106,hiMsA,paraH,Bs6,B,B
1107,sa,xayam,BvS,B,B
1108,Xarma,kAmaM,Bs6,B,B
1109,ni,rawaH,Tp,T,T
1110,mokRa,wanwram,T6,T,T
1111,mahaw,ASayaH,Bs6,B,B
1112,kqRNa,SilayA,K1,K,T
1113,IrRyA,kaRAyiwa,T3,T,T
1114,sa,vEBavam,BvS,B,B
1115,parama,paripUwAyAH,K1,K,T
1116,alpa,PalAn,Bs6,B,B
1117,sarva,SreRTam,T7,T,T
1118,pIwa,ABaH,Bs6,B,B
1119,evaM,viXEH,Bs5,B,B
1120,sarayU,naxyAm,K7,K,T
1121,paryApwa,vacanAn,Bs6,B,B
1122,yaWArWa,mAnAH,Bs6,B,B
1123,mAnasika,yAwanAm,K1,K,T
1124,pari,vewwA,A1,A,A
1125,pafka,xigXaH,T3,T,T
1126,yaWA,kaWaFciw,A1,A,A
1127,lAja,ganXi,BvU,B,B
1128,rakRiwa,AwmanaH,Bs6,B,B
1129,sa,sikawAH,BvS,B,B
1130,a,anwarIyam,Bsmn,B,B
1131,su,BagaM,K1,K,T
1132,sarRapa,SAkaM,T6,T,T
1133,sa,sAXu,BvS,B,B
1134,loka,pAlEH,T6,T,T
1135,karwavya,boXena,T6,T,T
1136,nAnA,viXa,Bs6,B,B
1137,maNirAma,AKyasya,Bs6,B,B
1138,aSru3,pUriwe,T3,T,T
1139,anu,jAnIhi,Tp,T,T
1140,viRaNNa,hqxayaH,Bs6,B,B
1141,paMdiwa,mahoxayasya,K7,K,T
1142,na,AwmanaH,Bsmn,B,B
1143,pra,xarSanIyaH,Tp,T,T
1144,manas,javEH,BsU,B,B
1145,a,wanxriNA,Bsmn,B,B
1146,saMSiwa,vrawaH,Bs6,B,B
1147,kawara,kulAnvayaH,K1,K,T
1148,BUwa,AxInAm,Bs6,B,B
1149,na,jeyam,Tn,T,T
1150,manxa,hAsyam,K1,K,T
1151,aXika,BArena,K1,K,T
1152,xaNda,haswa,Bs6,B,B
1153,aBi,vAxya,Tg,T,T
1154,aBinava,yOvanAm,Bs6,B,B
1155,sa,rAgaM,BvS,B,B
1156,Bqwya,praNASaH,T6,T,T
1157,nyAya,vqwwiM,Bs6,B,B
1158,Sruwi,samakAlam,T6,T,T
1159,aXaH,vaxanam,Bs6,B,B
1160,kroXa,pafkAM,Bs6,B,B
1161,gafgA,suwaH,T6,T,T
1162,lavaNa,AxyEH,Bs6,B,B
1163,na,patu,Tn,T,T
1164,hqxaya,ASriwaH,T2,T,T
1165,uxBUwa,arWaM,Bs5,B,B
1166,paFcasahasra,Awmakam,K1,K,T
1167,pra,kRipwA,Tp,T,T
1168,na,arhANi,Tn,T,T
1169,mUla3,mUrwiBiH,K1,K,T
1170,mAMsa,ruciH,Bs6,B,B
1171,hqxaya,aBinna,T6,T,T
1172,paMdiwa,mahoxaya,K7,K,T
1173,kalifga,nAWam,T6,T,T
1174,sa,cewasaH,BvS,B,B
1175,vajra,pANiH,Bv,B,B
1176,xAna,rucayaH,Bs6,B,B
1177,sa,amarRam,BvS,B,B
1178,sa,suganXaH,BvS,B,B
1179,nAnA,viXAH,K1,K,T
1180,RodaSa,AwmakaH,Bvsp,B,B
1181,mahaw,bAhuH,Bs6,B,B
1182,sa,jIvaH,BvS,B,B
1183,sa,SaraH,BvS,B,B
1184,Ananxa,magnA,T7,T,T
1185,guru,AxInAm,Bs6,B,B
1186,BraRta,ESvaryeNa,Bs6,B,B
1187,a,prakqwe,Tn,T,T
1188,yakRa,xAnavAn,K1,K,T
1189,xvAra,pAlanam,T6,T,T
1190,jAwa,pakRAH,Bs6,B,B
1191,koSa,mUlaM,Bs6,B,B
1192,pra,kqRtaM,Tp,T,T
1193,pIwa,asiwaM,Ds,D,D
1194,sa,kuRTe,BvS,B,B
1195,mahA,ASayA,Bs6,B,B
1196,mahA,sawwvAH,Bs6,B,B
1197,wrayoxaSa,varRa,Tdt,T,T
1198,sawya,vrawaH,Bs6,B,B
1199,A,hiNdanam,A1,A,A
1200,niR,kAma,A1,A,A
1201,viRNu,ukwAm,T3,T,T
1202,na,pUrvAw,Bsmn,B,B
1203,yaWA,uxxeSam,A1,A,A
1204,Pala,mUlAni,Bs6,B,B
1205,pra,lInaH,Tp,T,T
1206,bahu,vawsaram,K1,K,T
1207,prawyuwpanna,mawi,K1,K,T
1208,jFAwa,sArAH,Bs3,B,B
1209,xIna,manasaM,Bs6,B,B
1210,waw,AkramaNam,T6,T,T
1211,kArya,anwareNa,Tm,T,T
1212,nir,vexaM,Tp,T,T
1213,asmax,viXaH,Bs6,B,B
1214,a,nirvexam,Bsmn,B,B
1215,BU,vinAyakam,Ds,D,D
1216,afgaxa,AxayaH,Bs6,B,B
1217,anala,upamAH,Bs6,B,B
1218,rAja,mArge,T6,T,T
1219,rAjan,parivAre,T6,T,T
1220,mahaw,grAmaH,K1,K,T
1221,sawwva,saMjFakaM,Bs6,B,B
1222,Ananxa,mAwrAyA,Tm,T,T
1223,baswi,ASrayA,Bs6,B,B
1224,aByAsa,aBinaye,T6,T,T
1225,kqwa,kAryam,Bs3,B,B
1226,na,viGnam,Tn,T,T
1227,graha,paweH,T6,T,T
1228,bahir,BAga,A1,A,A
1229,anwarafga,saKinA,K1,K,T
1230,na,svasWA,Tn,T,T
1231,ekAnwa,SIlinaH,Bs6,B,B
1232,SAnwa,manAH,Bs6,B,B
1233,paxa3,SawAni,T6,T,T
1234,OrXva,xehi,K1,K,T
1235,arxXa,pawiwam,K1,K,T
1236,haswa,gawam,T3,T,T
1237,rAya,mahoxayasya,K2,K,T
1238,agni,vqxXiH,T6,T,T
1239,lAva,kapiFjalam,Ds,D,D
1240,kArya,kalApena,T6,T,T
1241,a,hiwAn,Tn,T,T
1242,anya,apaSakunaM,T6,T,T
1243,BUmi,vivAxam,T6,T,T
1244,loBa,AviRtaH,T3,T,T
1245,sva,SarIrasya,T6,T,T
1246,viSafka,mAnA,Bv,B,B
1247,lakRya,Bexenam,T6,T,T
1248,na,sAnniXyAw,Tn,T,T
1249,unnawA,aMsAH,Bs6,B,B
1250,eka,mUrwwO,Km,K,T
1251,sAgara,anwAm,Bs6,B,B
1252,jAnu2,safGattanEH,T3,T,T
1253,hiMsa,ahiMse,DiV,D,D
1254,sarva3,praWamam,T7,T,T
1255,Ipsiwa,anIpsiwAni,DiV,D,D
1256,Sakra,muKAH,Bs6,B,B
1257,a,niwyaH,Tn,T,T
1258,Sawa,krawoH,Bs6,B,B
1259,anulipwa,gAwraM,Bs6,B,B
1260,arxXa,SikRiwA,K1,K,T
1261,sa,purohiwaH,BvS,B,B
1262,bala,hInaH,T3,T,T
1263,wyakwa,jIviwaH,Bs6,B,B
1264,sa,wurafgasya,BvS,B,B
1265,nawa,uwpalaM,Ds,D,D
1266,viwwa,prayojanAH,Bs6,B,B
1267,cira,kAlam,K1,K,T
1268,su,xvAraH,Bs6,B,B
1269,navan,AwmA,Bs6,B,B
1270,bANa,SreRTam,Bs7,B,B
1271,goXA,nimIliwAH,Bs6,B,B
1272,wri,SuklAH,Bvsp,B,B
1273,yaman,kRayam,Bs6,B,B
1274,suKa,SIlaH,Bs6,B,B
1275,na,SakwO,Tn,T,T
1276,labXa,saMjFa,Bs3,B,B
1277,nija,prAsAxam,K1,K,T
1278,kqwa,uxyogA,Bs3,B,B
1279,su,vicAriwam,Tp,T,T
1280,xvixala,kaNAH,T6,T,T
1281,mahaw,qrRiNA,K1,K,T
1282,AcAra,ceRtiwAH,T7,T,T
1283,swrI,sevA,T6,T,T
1284,jvara,AviRtasya,T3,T,T
1285,gamBIra,akRAH,Bs6,B,B
1286,bahu,kAlaH,K1,K,T
1287,vAk,CalawaH,T6,T,T
1288,jaraGarahap,BaginI,K7,K,T
1289,AkRepa,yukwAni,T3,T,T
1290,gqhIwa,pAxaH,Bs6,B,B
1291,sevA,vihInAnAm,T3,T,T
1292,anna,pUriwam,T3,T,T
1293,karNa2,karNikayA,T6,T,T
1294,a,GrANam,Tn,T,T
1295,sa,Sarkaram,BvS,B,B
1296,pra,hasanwa,Tp,T,T
1297,gaNda,SElasya,K7,K,T
1298,na,upalaBya,Tn,T,T
1299,Arya,BUwikaH,K1,K,T
1300,anwima,samaye,K1,K,T
1301,mqxu,BeRaja,K1,K,T
1302,prawi,kaNam,A1,A,A
1303,yaSo,XanEH,Bs6,B,B
1304,agni,AhiwAH,T7,T,T
1305,SAKA,ASrayA,Bs6,B,B
1306,na,pUrvANi,Bs5,B,B
1307,vqwa,avqwO,DiV,D,D
1308,niKila,mahoxayasya,K2,K,T
1309,anu,prApwAH,Bs3,B,B
1310,prasakwa,AwmA,Bs6,B,B
1311,sa,parivAram,BvS,B,B
1312,nir,XanAnAm,Bvp,B,B
1313,alpA,AyuH,Bs6,B,B
1314,vipUwa,AwmA,Bs6,B,B
1315,xIpwa,arciH,Bs6,B,B
1316,manas,vEkalyam,T6,T,T
1317,na,qNaH,Bsmn,B,B
1318,SuBa,mawim,Bs6,B,B
1319,manWara,aBiXAnaH,Bs6,B,B
1320,kapata,patu,T7,T,T
1321,awi,anwaM,A1,A,A
1322,uwwama,arWam,Bs6,B,B
1323,a,jiwaM,Tn,T,T
1324,na,SAMwam,Tn,T,T
1325,calaciwra,aBinewrI,T6,T,T
1326,xuryoXana,AxIn,Bs6,B,B
1327,sikKa,yuvakE,K7,K,T
1328,nir,XanAya,Bvp,B,B
1329,viRa,aviRam,DiV,D,D
1330,vi,cArya,Tg,T,T
1331,uxapAna,uxake,Bs6,B,B
1332,kalka,apewAm,T3,T,T
1333,SiWila,kramaH,Bs6,B,B
1334,yukwa,xaNdaH,Bs6,B,B
1335,maharRi,ramaNena,K1,K,T
1336,sqRti,AxiH,Bs6,B,B
1337,su,veRaM,Bs6,B,B
1338,svarNa,akRarEH,K1,K,T
1339,pariSrama,SIla,Bs6,B,B
1340,hqxaya,parivarwanam,T6,T,T
1341,praSna,arWAn,T6,T,T
1342,rAja,SArxUlaH,K5,K,T
1343,Pala,samqxXiH,T6,T,T
1344,sarvawaH,xiSam,A1,A,A
1345,nir,garBO,Bvp,B,B
1346,kAMsya,BAjanam,T3,T,T
1347,sa,inxriyaM,BvS,B,B
1348,cawur,xaMRtrAH,Bs6,B,B
1349,Bqwa,xArAH,Bs3,B,B
1350,pqWak,viXAH,Bs6,B,B
1351,na,sahAyasya,Bsmn,B,B
1352,kRIra,Axi,Bs6,B,B
1353,viSeRa,vicAriwena,T3,T,T
1354,na,Avqwwim,Tn,T,T
1355,Bagna,mAnasAH,Bs6,B,B
1356,vana,gahanam,Bsu,B,B
1357,arXa,raWaH,Bs6,B,B
1358,xAna,paramparAyA,K1,K,T
